,Latitude,Lat,Longitude,Lon,Altitude,CommandTX,Roll,Pitch,Yaw
12103,3503.8604,N,8508.9023,W,243.0,0,0.49,11.61,199.46
12104,3503.8606,N,8508.9023,W,243.0,0,0.50,11.59,199.59
12105,3503.8606,N,8508.9023,W,243.0,0,0.45,11.62,199.65
12106,3503.8604,N,8508.9023,W,243.0,0,0.46,11.61,199.81
12107,3503.8604,N,8508.9023,W,243.0,0,0.46,11.62,199.90
12108,3503.8604,N,8508.9023,W,243.0,0,0.50,11.60,199.83
12109,3503.8606,N,8508.9023,W,243.0,0,0.49,11.61,199.74
12110,3503.8604,N,8508.9023,W,243.0,0,0.48,11.62,199.58
12111,3503.8604,N,8508.9023,W,243.0,0,0.48,11.62,199.57
12112,3503.8606,N,8508.9023,W,243.0,0,0.46,11.63,199.64
12113,3503.8606,N,8508.9023,W,242.9,0,0.47,11.62,199.62
12114,3503.8606,N,8508.9014,W,242.9,0,0.46,11.61,199.60
12115,3503.8606,N,8508.9014,W,242.9,0,0.50,11.62,199.47
12116,3503.8604,N,8508.9014,W,242.9,0,0.47,11.64,199.50
12117,3503.8606,N,8508.9014,W,242.9,0,0.49,11.62,199.50
12118,3503.8606,N,8508.9014,W,242.9,0,0.45,11.63,199.74
12119,3503.8606,N,8508.9014,W,242.9,0,0.46,11.62,199.87
12120,3503.8606,N,8508.9014,W,242.9,0,0.49,11.61,199.97
12121,3503.8606,N,8508.9014,W,242.9,0,0.49,11.63,199.96
12122,3503.8606,N,8508.9014,W,242.9,0,0.48,11.63,200.03
12123,3503.8606,N,8508.9014,W,242.9,0,0.45,11.62,200.11
12124,3503.8606,N,8508.9014,W,242.9,0,0.48,11.60,200.10
12125,3503.8606,N,8508.9014,W,242.9,0,0.49,11.63,200.00
12126,3503.8606,N,8508.9004,W,243.0,0,0.50,11.60,199.83
12127,3503.8606,N,8508.9004,W,243.1,0,0.48,11.62,199.83
12128,3503.8606,N,8508.9004,W,243.1,0,0.47,11.61,199.75
12129,3503.8606,N,8508.9004,W,243.1,0,0.47,11.63,199.74
12130,3503.8606,N,8508.9004,W,243.1,0,0.50,11.60,199.65
12131,3503.8606,N,8508.9004,W,243.2,0,0.47,11.61,199.63
12132,3503.8606,N,8508.9004,W,243.2,0,0.48,11.64,199.74
12133,3503.8606,N,8508.9004,W,243.2,0,0.46,11.63,199.62
12134,3503.8606,N,8508.9004,W,243.2,0,0.48,11.61,199.61
12135,3503.8606,N,8508.9004,W,243.3,0,0.49,11.63,199.72
12136,3503.8606,N,8508.9004,W,243.3,0,0.49,11.62,199.73
12137,3503.8604,N,8508.9004,W,243.3,0,0.49,11.62,199.64
12138,3503.8604,N,8508.9004,W,243.3,0,0.47,11.60,199.63
12139,3503.8604,N,8508.9004,W,243.2,0,0.46,11.62,199.66
12140,3503.8604,N,8508.9004,W,243.2,0,0.46,11.61,199.71
12141,3503.8606,N,8508.8994,W,243.2,0,0.47,11.61,199.73
12142,3503.8606,N,8508.8994,W,243.1,0,0.46,11.62,199.74
12143,3503.8606,N,8508.8994,W,243.0,0,0.47,11.61,199.79
12144,3503.8606,N,8508.8994,W,243.0,0,0.46,11.64,199.93
12145,3503.8606,N,8508.8994,W,243.0,0,0.48,11.62,199.86
12146,3503.8606,N,8508.8994,W,243.0,0,0.49,11.61,199.74
12147,3503.8606,N,8508.8994,W,243.0,0,0.46,11.61,199.67
12148,3503.8606,N,8508.8994,W,243.0,0,0.46,11.61,199.56
12149,3503.8606,N,8508.8994,W,243.0,0,0.47,11.60,199.51
12150,3503.8606,N,8508.9004,W,243.0,0,0.49,11.63,199.48
12151,3503.8606,N,8508.9004,W,243.1,0,0.47,11.61,199.50
12152,3503.8606,N,8508.9004,W,243.1,0,0.43,11.62,199.55
12153,3503.8606,N,8508.9004,W,243.1,0,0.48,11.62,199.68
12154,3503.8606,N,8508.9004,W,243.1,0,0.49,11.61,199.73
12155,3503.8606,N,8508.9004,W,243.2,0,0.47,11.62,199.66
12156,3503.8606,N,8508.9004,W,243.2,0,0.47,11.61,199.66
12157,3503.8606,N,8508.9004,W,243.2,0,0.49,11.63,199.71
12158,3503.8606,N,8508.9004,W,243.2,0,0.46,11.61,199.63
12159,3503.8606,N,8508.9004,W,243.2,0,0.48,11.62,199.56
12160,3503.8608,N,8508.8994,W,243.2,0,0.46,11.62,199.66
12161,3503.8608,N,8508.8994,W,243.2,0,0.49,11.62,199.63
12162,3503.8611,N,8508.8994,W,243.2,0,0.49,11.60,199.41
12163,3503.8611,N,8508.8994,W,243.3,0,0.51,11.61,199.26
12164,3503.8611,N,8508.8994,W,243.3,0,0.48,11.61,199.08
12165,3503.8611,N,8508.8994,W,243.3,0,0.46,11.62,198.87
12166,3503.8611,N,8508.8994,W,243.3,0,0.48,11.61,198.92
12167,3503.8613,N,8508.8994,W,243.3,0,0.48,11.61,198.82
12168,3503.8613,N,8508.8994,W,243.3,0,0.45,11.60,198.83
12169,3503.8613,N,8508.8994,W,243.3,0,0.44,11.63,199.02
12170,3503.8616,N,8508.8994,W,243.3,0,0.46,11.62,199.13
12171,3503.8616,N,8508.8994,W,243.4,0,0.48,11.61,199.13
12172,3503.8616,N,8508.8994,W,243.4,0,0.48,11.62,199.11
12173,3503.8616,N,8508.8994,W,243.4,0,0.46,11.62,199.07
12174,3503.8616,N,8508.8994,W,243.4,0,0.48,11.62,198.98
12175,3503.8613,N,8508.8994,W,243.3,0,0.48,11.59,198.77
12176,3503.8613,N,8508.8994,W,243.3,0,0.45,11.63,198.93
12177,3503.8613,N,8508.8994,W,243.3,0,0.45,11.64,199.12
12178,3503.8611,N,8508.8994,W,243.3,0,0.44,11.62,199.14
12179,3503.8611,N,8508.8994,W,243.4,0,0.45,11.63,199.15
12180,3503.8613,N,8508.8994,W,243.4,0,0.46,11.63,199.12
12181,3503.8613,N,8508.8994,W,243.4,0,0.47,11.61,199.09
12182,3503.8613,N,8508.8994,W,243.4,0,0.46,11.61,198.99
12183,3503.8618,N,8508.8994,W,243.3,0,0.47,11.60,198.92
12184,3503.8616,N,8508.8994,W,243.3,0,0.45,11.60,198.93
12185,3503.8618,N,8508.8994,W,243.3,0,0.45,11.61,198.96
12186,3503.8618,N,8508.8994,W,243.3,0,0.46,11.63,199.01
12187,3503.8618,N,8508.8994,W,243.3,0,0.43,11.62,199.15
12188,3503.8618,N,8508.8994,W,243.3,0,0.44,11.61,199.34
12189,3503.8618,N,8508.8994,W,243.3,0,0.49,11.61,199.24
12190,3503.8618,N,8508.8994,W,243.3,0,0.47,11.62,199.31
12191,3503.8618,N,8508.8994,W,243.3,0,0.47,11.61,199.20
12192,3503.8621,N,8508.8994,W,243.3,0,0.48,11.60,199.18
12193,3503.8621,N,8508.8994,W,243.4,0,0.49,11.61,199.16
12194,3503.8621,N,8508.8994,W,243.4,0,0.48,11.61,199.02
12195,3503.8621,N,8508.9004,W,243.4,0,0.48,11.62,198.92
12196,3503.8623,N,8508.9004,W,243.4,0,0.49,11.62,198.83
12197,3503.8623,N,8508.9004,W,243.4,0,0.43,11.62,198.78
12198,3503.8623,N,8508.9004,W,243.4,0,0.46,11.61,198.83
12199,3503.8625,N,8508.9004,W,243.4,0,0.38,11.87,198.89
12200,3503.8625,N,8508.9004,W,243.5,0,0.11,11.55,198.91
12201,3503.8625,N,8508.9004,W,243.5,0,0.22,11.70,198.96
12202,3503.8625,N,8508.9004,W,243.5,0,0.62,11.51,199.06
12203,3503.8628,N,8508.9004,W,243.5,0,0.46,11.54,199.07
12204,3503.8630,N,8508.8994,W,243.5,0,0.36,11.65,199.16
12205,3503.8630,N,8508.8994,W,243.6,0,0.33,11.70,199.27
12206,3503.8630,N,8508.8994,W,243.6,0,0.39,11.56,199.27
12207,3503.8630,N,8508.8994,W,243.6,0,0.43,11.65,199.19
12208,3503.8630,N,8508.8994,W,243.6,0,0.32,11.66,199.09
12209,3503.8630,N,8508.8994,W,243.6,0,0.40,11.62,199.15
12210,3503.8630,N,8508.8994,W,243.6,0,0.39,11.63,199.06
12211,3503.8630,N,8508.8994,W,243.6,0,0.35,11.63,198.98
12212,3503.8630,N,8508.8994,W,243.7,0,0.39,11.66,198.96
12213,3503.8628,N,8508.8994,W,243.7,0,0.37,11.64,199.01
12214,3503.8628,N,8508.8994,W,243.7,0,0.34,11.64,199.22
12215,3503.8628,N,8508.8994,W,243.7,0,0.36,11.66,199.20
12216,3503.8628,N,8508.8994,W,243.7,0,0.37,11.63,199.29
12217,3503.8628,N,8508.8984,W,243.7,0,0.36,11.62,199.19
12218,3503.8628,N,8508.8984,W,243.7,0,0.37,11.66,199.25
12219,3503.8628,N,8508.8984,W,243.7,0,0.37,11.62,199.18
12220,3503.8633,N,8508.8984,W,243.7,0,0.37,11.63,199.14
12221,3503.8633,N,8508.8984,W,243.6,0,0.36,11.64,199.10
12222,3503.8633,N,8508.8984,W,243.5,0,0.41,11.63,199.08
12223,3503.8633,N,8508.8984,W,243.5,0,0.40,11.64,199.06
12224,3503.8633,N,8508.8984,W,243.5,0,0.37,11.63,198.98
12225,3503.8633,N,8508.8984,W,243.5,0,0.39,11.62,199.00
12226,3503.8633,N,8508.8984,W,243.5,0,0.39,11.63,198.93
12227,3503.8633,N,8508.8984,W,243.5,0,0.40,11.64,198.88
12228,3503.8633,N,8508.8984,W,243.5,0,0.39,11.62,198.78
12229,3503.8633,N,8508.8984,W,243.5,0,0.38,11.63,198.77
12230,3503.8633,N,8508.8984,W,243.5,0,0.37,11.64,198.64
12231,3503.8633,N,8508.8984,W,243.5,0,0.38,11.65,198.66
12232,3503.8630,N,8508.8984,W,243.5,0,0.39,11.65,198.56
12233,3503.8630,N,8508.8984,W,243.5,0,0.34,11.62,198.51
12234,3503.8633,N,8508.8984,W,243.5,0,0.39,11.63,198.60
12235,3503.8633,N,8508.8984,W,243.5,0,0.40,11.63,198.41
12236,3503.8633,N,8508.8984,W,243.5,0,0.37,11.66,198.57
12237,3503.8633,N,8508.8984,W,243.5,0,0.40,11.64,198.56
12238,3503.8633,N,8508.8984,W,243.5,0,0.39,11.65,198.65
12239,3503.8633,N,8508.8984,W,243.5,0,0.38,11.63,198.67
12240,3503.8638,N,8508.8975,W,243.5,0,0.40,11.65,198.63
12241,3503.8638,N,8508.8975,W,243.5,0,0.40,11.64,198.69
12242,3503.8635,N,8508.8984,W,243.5,0,0.39,11.64,198.81
12243,3503.8635,N,8508.8984,W,243.5,0,0.37,11.65,198.86
12244,3503.8635,N,8508.8984,W,243.5,0,0.36,11.62,198.74
12245,3503.8638,N,8508.8984,W,243.6,0,0.34,11.64,198.61
12246,3503.8640,N,8508.8984,W,243.6,0,0.40,11.63,198.50
12247,3503.8638,N,8508.8994,W,243.6,0,0.36,11.66,198.41
12248,3503.8638,N,8508.8994,W,243.6,0,0.40,11.64,198.48
12249,3503.8640,N,8508.8994,W,243.6,0,0.37,11.65,198.55
12250,3503.8640,N,8508.8994,W,243.6,0,0.37,11.64,198.55
12251,3503.8640,N,8508.8994,W,243.6,0,0.40,11.63,198.60
12252,3503.8640,N,8508.8994,W,243.6,0,0.38,11.64,198.58
12253,3503.8643,N,8508.8994,W,243.6,0,0.38,11.64,198.50
12254,3503.8645,N,8508.8994,W,243.6,0,0.34,11.67,198.75
12255,3503.8643,N,8508.8994,W,243.6,0,0.39,11.64,198.64
12256,3503.8643,N,8508.8994,W,243.6,0,0.38,11.65,198.60
12257,3503.8645,N,8508.8994,W,243.6,0,0.37,11.64,198.62
12258,3503.8645,N,8508.8994,W,243.6,0,0.38,11.63,198.64
12259,3503.8645,N,8508.8984,W,243.6,0,0.36,11.64,198.53
12260,3503.8645,N,8508.8984,W,243.6,0,0.39,11.65,198.55
12261,3503.8645,N,8508.8984,W,243.6,0,0.37,11.63,198.71
12262,3503.8645,N,8508.8984,W,243.6,0,0.38,11.65,198.71
12263,3503.8645,N,8508.8984,W,243.7,0,0.36,11.65,198.99
12264,3503.8645,N,8508.8984,W,243.7,0,0.40,11.64,198.95
12265,3503.8645,N,8508.8984,W,243.7,0,0.36,11.65,198.91
12266,3503.8645,N,8508.8994,W,243.5,0,0.37,11.65,198.83
12267,3503.8643,N,8508.8984,W,243.5,0,0.40,11.63,198.71
12268,3503.8643,N,8508.8984,W,243.5,0,0.38,11.63,198.83
12269,3503.8640,N,8508.8984,W,243.5,0,0.37,11.62,198.76
12270,3503.8643,N,8508.8984,W,243.5,0,0.42,11.64,198.64
12271,3503.8640,N,8508.8984,W,243.5,0,0.41,11.62,198.62
12272,3503.8643,N,8508.8984,W,243.5,0,0.37,11.63,198.57
12273,3503.8643,N,8508.8984,W,243.5,0,0.39,11.66,198.61
12274,3503.8645,N,8508.8984,W,243.5,0,0.36,11.63,198.71
12275,3503.8645,N,8508.8984,W,243.6,0,0.34,11.64,198.87
12276,3503.8645,N,8508.8984,W,243.6,0,0.37,11.64,198.99
12277,3503.8645,N,8508.8984,W,243.6,0,0.36,11.63,198.84
12278,3503.8645,N,8508.8984,W,243.6,0,0.42,11.62,198.67
12279,3503.8645,N,8508.8984,W,243.5,0,0.39,11.63,198.54
12280,3503.8645,N,8508.8994,W,243.5,0,0.39,11.63,198.48
12281,3503.8645,N,8508.8994,W,243.5,0,0.37,11.64,198.51
12282,3503.8643,N,8508.8994,W,243.5,0,0.38,11.65,198.59
12283,3503.8643,N,8508.8994,W,243.6,0,0.40,11.64,198.59
12284,3503.8643,N,8508.8994,W,243.6,0,0.37,11.65,198.53
12285,3503.8643,N,8508.8994,W,243.6,0,0.35,11.63,198.62
12286,3503.8645,N,8508.8994,W,243.6,0,0.37,11.65,198.78
12287,3503.8647,N,8508.8994,W,243.7,0,0.37,11.64,198.82
12288,3503.8647,N,8508.8994,W,243.6,0,0.40,11.65,198.96
12289,3503.8647,N,8508.8994,W,243.6,0,0.39,11.62,198.86
12290,3503.8647,N,8508.8994,W,243.6,0,0.42,11.64,198.81
12291,3503.8647,N,8508.8984,W,243.7,0,0.41,11.63,198.75
12292,3503.8647,N,8508.8984,W,243.7,0,0.38,11.65,198.91
12293,3503.8647,N,8508.8984,W,243.7,0,0.38,11.67,199.02
12294,3503.8650,N,8508.8994,W,243.7,0,0.35,11.65,199.18
12295,3503.8647,N,8508.8984,W,243.7,0,0.40,11.64,199.31
12296,3503.8645,N,8508.8984,W,243.8,0,0.39,11.63,199.30
12297,3503.8645,N,8508.8984,W,243.8,0,0.40,11.65,199.31
12298,3503.8645,N,8508.8984,W,243.8,0,0.36,11.64,199.25
12299,3503.8643,N,8508.8984,W,243.9,0,0.39,11.66,199.17
12300,3503.8643,N,8508.8984,W,243.9,0,0.39,11.64,199.11
12301,3503.8643,N,8508.8984,W,243.9,0,0.43,11.64,198.91
12302,3503.8638,N,8508.8984,W,243.9,0,0.40,11.64,198.71
12303,3503.8633,N,8508.8994,W,244.0,0,0.39,11.63,198.61
12304,3503.8628,N,8508.8994,W,244.0,0,0.35,11.66,198.77
12305,3503.8628,N,8508.8994,W,244.0,0,0.36,11.63,198.86
12306,3503.8628,N,8508.8994,W,244.0,0,0.37,11.63,199.05
12307,3503.8623,N,8508.8984,W,244.2,0,0.38,11.62,198.96
12308,3503.8623,N,8508.8984,W,244.2,0,0.38,11.63,198.97
12309,3503.8623,N,8508.8984,W,244.2,0,0.38,11.65,198.94
12310,3503.8623,N,8508.8984,W,244.2,0,0.40,11.65,199.05
12311,3503.8618,N,8508.8984,W,244.2,0,0.38,11.63,199.08
12312,3503.8621,N,8508.8975,W,244.3,0,0.41,11.61,198.81
12313,3503.8618,N,8508.8975,W,244.3,0,0.39,11.61,198.66
12314,3503.8618,N,8508.8975,W,244.3,0,0.39,11.65,198.70
12315,3503.8611,N,8508.8975,W,244.3,0,0.38,11.64,198.62
12316,3503.8611,N,8508.8975,W,244.4,0,0.40,11.64,198.56
12317,3503.8606,N,8508.8975,W,244.4,0,0.36,11.64,198.57
12318,3503.8606,N,8508.8975,W,244.4,0,0.38,11.66,198.63
12319,3503.8606,N,8508.8984,W,244.4,0,0.38,11.62,198.65
12320,3503.8606,N,8508.8975,W,244.7,0,0.40,11.64,198.58
12321,3503.8608,N,8508.8975,W,244.8,0,0.39,11.63,198.56
12322,3503.8608,N,8508.8975,W,244.8,0,0.39,11.65,198.65
12323,3503.8606,N,8508.8984,W,244.8,0,0.38,11.65,198.62
12324,3503.8606,N,8508.8975,W,245.0,0,0.39,11.65,198.59
12325,3503.8604,N,8508.8975,W,245.0,0,0.41,11.64,198.47
12326,3503.8604,N,8508.8975,W,245.0,0,0.40,11.66,198.55
12327,3503.8599,N,8508.8965,W,245.0,0,0.36,11.62,198.38
12328,3503.8596,N,8508.8955,W,245.0,0,0.39,11.64,198.31
12329,3503.8594,N,8508.8945,W,245.0,0,0.39,11.66,198.30
12330,3503.8594,N,8508.8945,W,245.0,0,0.38,11.62,198.39
12331,3503.8591,N,8508.8936,W,245.0,0,0.37,11.64,198.52
12332,3503.8586,N,8508.8936,W,245.0,0,0.35,11.66,198.44
12333,3503.8584,N,8508.8936,W,244.8,0,0.39,11.64,198.55
12334,3503.8584,N,8508.8936,W,244.8,0,0.39,11.65,198.68
12335,3503.8584,N,8508.8936,W,244.8,0,0.39,11.65,198.66
12336,3503.8584,N,8508.8926,W,244.8,0,0.39,11.63,198.46
12337,3503.8582,N,8508.8936,W,244.7,0,0.41,11.63,198.32
12338,3503.8579,N,8508.8926,W,244.7,0,0.40,11.65,198.34
12339,3503.8579,N,8508.8926,W,244.7,0,0.41,11.64,198.35
12340,3503.8579,N,8508.8926,W,244.7,0,0.38,11.63,198.33
12341,3503.8579,N,8508.8926,W,244.5,0,0.38,11.63,198.34
12342,3503.8579,N,8508.8926,W,244.5,0,0.40,11.64,198.37
12343,3503.8579,N,8508.8926,W,244.5,0,0.36,11.64,198.42
12344,3503.8577,N,8508.8926,W,244.5,0,0.37,11.63,198.46
12345,3503.8577,N,8508.8926,W,244.5,0,0.37,11.62,198.53
12346,3503.8577,N,8508.8926,W,244.5,0,0.37,11.64,198.60
12347,3503.8577,N,8508.8926,W,244.5,0,0.39,11.64,198.62
12348,3503.8577,N,8508.8936,W,244.5,0,0.41,11.64,198.63
12349,3503.8577,N,8508.8936,W,244.5,0,0.40,11.61,198.58
12350,3503.8577,N,8508.8936,W,244.5,0,0.37,11.64,198.74
12351,3503.8577,N,8508.8936,W,244.5,0,0.38,11.64,198.82
12352,3503.8584,N,8508.8945,W,244.5,0,0.35,11.64,198.82
12353,3503.8586,N,8508.8945,W,244.6,0,0.38,11.65,198.86
12354,3503.8589,N,8508.8945,W,244.6,0,0.38,11.66,198.87
12355,3503.8589,N,8508.8945,W,244.6,0,0.39,11.64,198.89
12356,3503.8599,N,8508.8936,W,244.6,0,0.37,11.65,198.84
12357,3503.8601,N,8508.8936,W,244.7,0,0.37,11.63,198.95
12358,3503.8604,N,8508.8936,W,244.7,0,0.39,11.64,199.03
12359,3503.8604,N,8508.8936,W,244.7,0,0.37,11.63,198.84
12360,3503.8613,N,8508.8936,W,244.7,0,0.38,11.63,198.86
12361,3503.8616,N,8508.8936,W,244.7,0,0.41,11.63,198.85
12362,3503.8616,N,8508.8936,W,244.7,0,0.36,11.66,198.88
12363,3503.8616,N,8508.8936,W,244.7,0,0.38,11.62,198.98
12364,3503.8618,N,8508.8945,W,244.7,0,0.37,11.64,199.04
12365,3503.8616,N,8508.8945,W,244.7,0,0.38,11.66,199.01
12366,3503.8613,N,8508.8945,W,244.7,0,0.37,11.66,199.24
12367,3503.8613,N,8508.8945,W,244.7,0,0.41,11.63,199.34
12368,3503.8613,N,8508.8945,W,244.7,0,0.40,11.64,199.27
12369,3503.8618,N,8508.8945,W,244.8,0,0.37,11.65,199.37
12370,3503.8618,N,8508.8945,W,244.9,0,0.38,11.65,199.47
12371,3503.8616,N,8508.8945,W,244.9,0,0.38,11.67,199.62
12372,3503.8616,N,8508.8945,W,244.9,0,0.37,11.64,199.61
12373,3503.8616,N,8508.8955,W,244.9,0,0.41,11.63,199.57
12374,3503.8613,N,8508.8955,W,245.2,0,0.38,11.65,199.64
12375,3503.8613,N,8508.8955,W,245.2,0,0.39,11.62,199.67
12376,3503.8613,N,8508.8955,W,245.2,0,0.40,11.64,199.60
12377,3503.8613,N,8508.8955,W,245.2,0,0.36,11.63,199.68
12378,3503.8613,N,8508.8965,W,245.4,0,0.37,11.64,199.70
12379,3503.8608,N,8508.8955,W,245.5,0,0.38,11.64,199.81
12380,3503.8608,N,8508.8955,W,245.5,0,0.39,11.65,199.75
12381,3503.8601,N,8508.8955,W,245.5,0,0.41,11.64,199.69
12382,3503.8596,N,8508.8955,W,245.9,0,0.41,11.63,199.74
12383,3503.8594,N,8508.8955,W,245.9,0,0.37,11.64,199.66
12384,3503.8594,N,8508.8955,W,245.9,0,0.40,11.64,199.73
12385,3503.8579,N,8508.8955,W,245.9,0,0.38,11.65,199.78
12386,3503.8572,N,8508.8955,W,246.2,0,0.41,11.66,199.71
12387,3503.8569,N,8508.8965,W,246.2,0,0.37,11.64,199.78
12388,3503.8569,N,8508.8965,W,246.2,0,0.37,11.65,199.80
12389,3503.8567,N,8508.8965,W,246.2,0,0.40,11.65,199.81
12390,3503.8569,N,8508.8965,W,246.3,0,0.40,11.62,199.83
12391,3503.8567,N,8508.8965,W,246.3,0,0.39,11.67,199.83
12392,3503.8567,N,8508.8965,W,246.3,0,0.38,11.63,199.75
12393,3503.8569,N,8508.8975,W,246.3,0,0.44,11.63,199.55
12394,3503.8567,N,8508.8975,W,246.5,0,0.38,11.63,199.44
12395,3503.8567,N,8508.8975,W,246.5,0,0.38,11.64,199.53
12396,3503.8567,N,8508.8975,W,246.5,0,0.41,11.64,199.54
12397,3503.8567,N,8508.8975,W,246.5,0,0.38,11.64,199.63
12398,3503.8564,N,8508.8975,W,246.5,0,0.39,11.63,199.60
12399,3503.8564,N,8508.8975,W,246.5,0,0.38,11.62,199.55
12400,3503.8567,N,8508.8975,W,246.5,0,0.39,11.64,199.59
12401,3503.8567,N,8508.8975,W,246.5,0,0.38,11.63,199.58
12402,3503.8569,N,8508.8984,W,246.5,0,0.36,11.63,199.71
12403,3503.8572,N,8508.8984,W,246.4,0,0.37,11.64,199.87
12404,3503.8572,N,8508.8984,W,246.4,0,0.38,11.66,200.03
12405,3503.8572,N,8508.8984,W,246.4,0,0.42,11.64,200.09
12406,3503.8577,N,8508.8984,W,246.4,0,0.38,11.63,200.03
12407,3503.8579,N,8508.8984,W,246.6,0,0.39,11.63,200.07
12408,3503.8582,N,8508.8994,W,246.7,0,0.39,11.64,199.98
12409,3503.8582,N,8508.8994,W,246.7,0,0.40,11.64,199.97
12410,3503.8582,N,8508.9004,W,246.7,0,0.39,11.62,200.09
12411,3503.8584,N,8508.9004,W,246.9,0,0.43,11.62,200.05
12412,3503.8584,N,8508.9004,W,247.0,0,0.40,11.61,199.88
12413,3503.8584,N,8508.9004,W,247.0,0,0.42,11.66,199.83
12414,3503.8579,N,8508.9014,W,247.0,0,0.40,11.63,199.95
12415,3503.8579,N,8508.9014,W,247.0,0,0.41,11.63,199.82
12416,3503.8574,N,8508.9014,W,247.1,0,0.39,11.64,199.73
12417,3503.8574,N,8508.9014,W,247.1,0,0.40,11.62,199.65
12418,3503.8574,N,8508.9014,W,247.1,0,0.37,11.64,199.69
12419,3503.8574,N,8508.9014,W,247.3,0,0.38,11.64,199.62
12420,3503.8574,N,8508.9014,W,247.3,0,0.42,11.61,199.44
12421,3503.8574,N,8508.9014,W,247.3,0,0.41,11.63,199.36
12422,3503.8577,N,8508.9014,W,247.3,0,0.38,11.65,199.42
12423,3503.8579,N,8508.9014,W,247.4,0,0.38,11.65,199.42
12424,3503.8579,N,8508.9014,W,247.3,0,0.42,11.64,199.37
12425,3503.8579,N,8508.9014,W,247.3,0,0.37,11.61,199.23
12426,3503.8584,N,8508.9004,W,247.3,0,0.42,11.61,199.06
12427,3503.8586,N,8508.9004,W,247.3,0,0.37,11.65,199.11
12428,3503.8589,N,8508.9004,W,247.2,0,0.38,11.65,199.13
12429,3503.8589,N,8508.9004,W,247.2,0,0.41,11.64,199.09
12430,3503.8589,N,8508.9004,W,247.2,0,0.38,11.65,199.17
12431,3503.8591,N,8508.9004,W,247.2,0,0.37,11.64,199.28
12432,3503.8589,N,8508.9004,W,247.4,0,0.37,11.64,199.45
12433,3503.8589,N,8508.9004,W,247.4,0,0.41,11.61,199.44
12434,3503.8589,N,8508.9004,W,247.4,0,0.37,11.65,199.34
12435,3503.8596,N,8508.9004,W,247.4,0,0.40,11.64,199.39
12436,3503.8596,N,8508.9004,W,247.5,0,0.41,11.64,199.54
12437,3503.8596,N,8508.9004,W,247.6,0,0.35,11.63,199.55
12438,3503.8596,N,8508.9004,W,247.6,0,0.37,11.64,199.70
12439,3503.8599,N,8508.8994,W,247.6,0,0.39,11.63,199.66
12440,3503.8599,N,8508.8994,W,247.6,0,0.40,11.64,199.49
12441,3503.8599,N,8508.8994,W,247.6,0,0.42,11.64,199.35
12442,3503.8599,N,8508.8994,W,247.6,0,0.40,11.64,199.18
12443,3503.8604,N,8508.8994,W,247.6,0,0.39,11.65,199.28
12444,3503.8604,N,8508.8994,W,247.6,0,0.40,11.62,199.23
12445,3503.8604,N,8508.8994,W,247.6,0,0.37,11.63,199.23
12446,3503.8604,N,8508.8994,W,247.6,0,0.36,11.65,199.34
12447,3503.8604,N,8508.8994,W,247.6,0,0.39,11.64,199.43
12448,3503.8604,N,8508.8994,W,247.6,0,0.41,11.63,199.36
12449,3503.8601,N,8508.8984,W,247.6,0,0.40,11.65,199.32
12450,3503.8601,N,8508.8984,W,247.6,0,0.39,11.64,199.30
12451,3503.8596,N,8508.8994,W,247.6,0,0.44,11.62,199.30
12452,3503.8596,N,8508.8994,W,247.6,0,0.40,11.62,199.28
12453,3503.8599,N,8508.9004,W,247.6,0,0.37,11.63,199.19
12454,3503.8596,N,8508.9004,W,247.8,0,0.38,11.64,199.23
12455,3503.8594,N,8508.9004,W,247.8,0,0.38,11.63,199.25
12456,3503.8594,N,8508.9004,W,247.8,0,0.40,11.63,199.16
12457,3503.8589,N,8508.9004,W,247.8,0,0.38,11.62,199.22
12458,3503.8589,N,8508.9004,W,248.1,0,0.36,11.64,199.33
12459,3503.8586,N,8508.9004,W,248.1,0,0.35,11.61,199.50
12460,3503.8586,N,8508.9004,W,248.1,0,0.38,11.65,199.64
12461,3503.8582,N,8508.9014,W,248.1,0,0.42,11.63,199.73
12462,3503.8584,N,8508.9014,W,248.2,0,0.39,11.62,199.70
12463,3503.8584,N,8508.9014,W,248.2,0,0.40,11.63,199.61
12464,3503.8584,N,8508.9014,W,248.2,0,0.39,11.63,199.68
12465,3503.8586,N,8508.9014,W,248.2,0,0.36,11.65,199.66
12466,3503.8586,N,8508.9014,W,248.2,0,0.40,11.65,199.67
12467,3503.8586,N,8508.9014,W,248.2,0,0.38,11.63,199.71
12468,3503.8586,N,8508.9014,W,248.2,0,0.39,11.63,199.65
12469,3503.8589,N,8508.9023,W,248.2,0,0.40,11.62,199.50
12470,3503.8591,N,8508.9023,W,248.3,0,0.42,11.62,199.33
12471,3503.8591,N,8508.9023,W,248.3,0,0.40,11.62,199.20
12472,3503.8594,N,8508.9023,W,248.3,0,0.38,11.63,199.22
12473,3503.8596,N,8508.9023,W,248.3,0,0.39,11.63,199.18
12474,3503.8596,N,8508.9023,W,248.2,0,0.40,11.64,199.18
12475,3503.8596,N,8508.9023,W,248.2,0,0.39,11.63,199.37
12476,3503.8596,N,8508.9023,W,248.2,0,0.37,11.63,199.61
12477,3503.8596,N,8508.9023,W,248.2,0,0.37,11.65,199.56
12478,3503.8599,N,8508.9023,W,248.1,0,0.38,11.63,199.59
12479,3503.8599,N,8508.9023,W,248.1,0,0.38,11.62,199.46
